"";"cod_ibge_6";"obitos00a04";"obitos05a09";"obitos10a14";"obitos15a19";"obitos20a24";"obitos25a29";"obitos30a34";"obitos35a39";"obitos40a44";"obitos45a49";"obitos50a54";"obitos55a59";"obitos60a64";"obitos65a69";"obitos70a74";"obitos75a79";"obitos80m";"obitos_total"
"1118";352840;0;0;0;0;0;0;1;1;0;3;2;3;6;2;4;6;7;35
"1119";355630;0;0;0;0;0;0;1;0;3;2;3;5;5;2;6;3;5;35
"1120";412760;0;0;0;0;0;0;2;0;0;2;1;4;6;5;8;7;0;35
"1121";130440;0;0;0;0;0;0;0;1;2;1;0;1;6;3;4;4;13;35
"1122";150715;0;0;0;0;0;0;0;1;3;0;1;3;7;6;2;2;10;35
"1123";240310;0;0;0;0;0;0;0;1;0;2;0;5;2;6;1;2;16;35
"1124";260210;0;0;0;0;0;0;0;1;0;1;4;2;1;2;7;6;11;35
"1125";330022;0;0;0;0;0;0;0;1;0;1;3;5;3;6;3;3;10;35
"1126";220040;0;0;0;0;0;0;0;0;0;2;3;0;3;4;6;6;11;35
"1127";420455;0;0;0;0;0;0;0;0;0;2;1;0;5;7;7;4;9;35
"1128";420670;0;0;0;0;0;0;0;0;0;0;0;2;2;3;7;7;14;35
"1129";510270;1;0;0;0;0;0;1;1;1;1;6;9;2;3;5;2;2;34
"1130";231360;0;1;0;0;0;1;0;0;0;1;0;0;5;0;4;5;17;34
"1131";260880;0;1;0;0;0;1;0;0;3;2;3;1;0;3;5;5;10;34
"1132";421340;0;0;1;0;0;0;0;2;0;0;1;4;8;5;6;4;3;34
"1133";130200;0;0;0;1;0;1;0;2;1;1;1;3;3;1;5;5;10;34
"1134";150400;0;0;0;1;0;0;0;0;2;1;2;2;2;3;6;8;7;34
"1135";420010;0;0;0;1;0;0;1;2;1;0;3;4;3;3;6;4;6;34
"1136";110018;0;0;0;0;1;0;1;1;1;0;0;6;4;7;6;1;6;34
"1137";350130;0;0;0;0;1;0;1;0;2;2;2;2;3;7;4;4;6;34
"1138";421760;0;0;0;0;1;0;0;1;0;0;1;2;3;4;6;7;9;34
"1139";315120;0;0;0;0;0;1;0;0;1;1;4;2;1;6;4;2;12;34
"1140";355610;0;0;0;0;0;1;1;1;4;0;0;3;3;5;3;5;8;34
"1141";420620;0;0;0;0;0;1;0;2;0;2;1;6;5;3;5;3;6;34
"1142";150190;0;0;0;0;0;0;1;1;2;1;2;1;3;3;4;5;11;34
"1143";150320;0;0;0;0;0;0;1;0;1;4;4;1;3;1;2;10;7;34
"1144";290100;0;0;0;0;0;0;1;2;1;0;1;2;4;2;0;2;19;34
"1145";290980;0;0;0;0;0;0;1;0;1;0;1;1;3;3;4;6;14;34
"1146";292700;0;0;0;0;0;0;1;0;1;1;2;0;2;6;4;5;12;34
"1147";350290;0;0;0;0;0;0;1;0;2;2;2;3;3;5;4;3;9;34
"1148";411150;0;0;0;0;0;0;1;0;2;0;4;4;1;4;4;7;7;34
"1149";315960;0;0;0;0;0;0;0;1;3;1;2;4;3;6;1;4;9;34
"1150";330620;0;0;0;0;0;0;0;1;1;1;2;3;5;5;6;2;8;34
"1151";351515;0;0;0;0;0;0;0;2;2;0;2;1;5;5;5;3;9;34
"1152";410465;0;0;0;0;0;0;0;1;1;2;2;9;3;2;3;3;8;34
"1153";410540;0;0;0;0;0;0;0;1;0;3;1;1;2;9;4;5;8;34
"1154";500500;0;0;0;0;0;0;0;1;0;1;1;1;2;5;8;8;7;34
"1155";110001;0;0;0;0;0;0;0;0;1;0;2;5;1;2;4;4;15;34
"1156";130300;0;0;0;0;0;0;0;0;1;1;2;2;6;4;7;3;8;34
"1157";353880;0;0;0;0;0;0;0;0;3;0;3;5;1;6;7;3;6;34
"1158";500720;0;0;0;0;0;0;0;0;3;1;1;8;4;4;3;1;9;34
"1159";420425;0;0;0;0;0;0;0;0;0;0;1;6;6;4;6;4;7;34
"1160";292300;1;0;0;0;0;0;0;1;1;1;2;0;2;6;5;3;11;33
"1161";421420;0;0;1;0;0;1;0;1;0;1;3;3;1;4;7;3;8;33
"1162";150050;0;0;0;1;0;0;1;0;0;2;5;1;6;5;5;1;6;33
"1163";210060;0;0;0;0;1;1;0;1;1;1;2;2;2;4;7;4;7;33
"1164";210860;0;0;0;0;1;0;1;0;2;0;2;4;5;5;6;2;5;33
"1165";240360;0;0;0;0;1;0;4;2;2;1;1;2;6;3;2;4;5;33
"1166";312700;0;0;0;0;1;1;0;0;1;5;1;2;3;4;6;7;2;33
"1167";352800;0;0;0;0;1;1;1;1;3;0;3;4;1;4;4;4;6;33
"1168";430690;0;0;0;0;1;0;1;1;0;0;3;1;4;4;4;3;11;33
"1169";330023;0;0;0;0;0;1;0;0;2;3;2;3;4;4;7;3;4;33
"1170";351200;0;0;0;0;0;1;1;1;0;2;1;0;2;4;5;9;7;33
"1171";230740;0;0;0;0;0;0;1;1;2;0;3;0;3;2;5;2;14;33
"1172";280140;0;0;0;0;0;0;3;0;1;1;0;3;4;4;9;1;7;33
"1173";315400;0;0;0;0;0;0;1;1;2;0;1;0;3;3;4;7;11;33
"1174";352040;0;0;0;0;0;0;1;0;0;0;0;2;5;5;4;7;9;33
"1175";354220;0;0;0;0;0;0;3;1;2;1;1;1;2;4;7;4;7;33
"1176";412405;0;0;0;0;0;0;1;0;2;0;1;3;6;4;2;4;10;33
"1177";510025;0;0;0;0;0;0;2;1;0;2;2;3;1;5;5;6;6;33
"1178";250460;0;0;0;0;0;0;0;4;0;1;3;2;4;4;2;2;11;33
"1179";250830;0;0;0;0;0;0;0;1;1;2;3;3;1;5;4;5;8;33
"1180";330225;0;0;0;0;0;0;0;1;0;3;3;5;2;5;3;2;9;33
"1181";352460;0;0;0;0;0;0;0;1;1;0;2;3;1;5;5;4;11;33
"1182";432380;0;0;0;0;0;0;0;1;3;2;5;0;5;6;1;6;4;33
"1183";510320;0;0;0;0;0;0;0;2;2;1;1;3;1;9;2;2;10;33
"1184";353810;0;0;0;0;0;0;0;0;1;0;1;3;3;8;4;6;7;33
"1185";412570;0;0;0;0;0;0;0;0;1;0;2;4;1;5;2;8;10;33
"1186";431330;0;0;0;0;0;0;0;0;2;0;0;1;3;4;6;3;14;33
"1187";317005;0;0;0;0;0;0;0;0;0;0;0;0;7;3;5;5;13;33
"1188";241220;1;0;0;0;0;0;1;3;0;0;3;3;5;3;2;2;9;32
"1189";270670;1;0;0;0;0;1;0;0;0;7;1;0;3;6;3;4;6;32
"1190";280400;2;0;1;0;0;1;0;1;0;1;4;2;1;7;3;0;9;32
"1191";291180;1;0;0;0;0;0;0;0;3;1;1;0;3;5;5;2;11;32
"1192";420960;1;0;0;0;0;0;0;0;1;3;2;2;1;5;4;2;11;32
"1193";230500;0;0;0;1;1;0;1;1;1;4;1;1;2;2;4;3;10;32
"1194";260540;0;0;0;0;1;0;0;0;2;2;0;4;1;6;6;4;6;32
"1195";261190;0;0;0;0;1;0;0;4;0;1;3;1;5;1;5;2;9;32
"1196";355190;0;0;0;0;1;0;0;2;1;2;3;1;4;3;5;3;7;32
"1197";411940;0;0;0;0;1;0;1;1;3;4;2;2;1;9;2;3;3;32
"1198";500100;0;0;0;0;1;0;0;0;5;1;4;1;7;2;5;2;4;32
"1199";140047;0;0;0;0;0;2;0;2;1;1;1;3;4;4;5;5;4;32
"1200";280067;0;0;0;0;0;2;0;0;1;3;3;1;3;4;4;5;6;32
"1201";311060;0;0;0;0;0;1;0;1;0;2;1;2;6;6;3;3;7;32
"1202";313330;0;0;0;0;0;1;0;2;0;0;0;3;6;3;3;5;9;32
"1203";314470;0;0;0;0;0;1;0;0;0;0;1;2;8;5;1;3;11;32
"1204";354560;0;0;0;0;0;1;0;1;0;1;1;3;4;0;1;4;16;32
"1205";355380;0;0;0;0;0;1;0;5;0;0;2;1;4;6;4;5;4;32
"1206";421290;0;0;0;0;0;1;1;0;1;1;3;3;8;4;2;3;5;32
"1207";432220;0;0;0;0;0;1;1;2;0;1;3;1;4;4;2;3;10;32
"1208";521860;0;0;0;0;0;1;1;0;2;1;5;2;1;9;1;3;6;32
"1209";313340;0;0;0;0;0;0;2;0;0;0;2;2;7;6;6;3;4;32
"1210";313753;0;0;0;0;0;0;2;1;0;1;4;6;7;4;4;3;0;32
"1211";430163;0;0;0;0;0;0;0;2;0;1;4;3;7;4;4;1;6;32
"1212";150747;0;0;0;0;0;0;0;0;2;1;2;1;3;4;2;7;10;32
"1213";260260;0;0;0;0;0;0;0;0;1;3;3;0;2;1;9;5;8;32
"1214";310170;0;0;0;0;0;0;0;0;1;0;0;1;5;3;6;8;8;32
"1215";316040;0;0;0;0;0;0;0;0;2;1;2;2;4;4;5;3;9;32
"1216";500295;0;0;0;0;0;0;0;0;1;1;4;8;8;2;4;0;4;32
"1217";313310;0;0;0;0;0;0;0;0;0;2;1;2;3;1;5;5;13;32
"1218";230750;0;0;0;0;0;0;0;0;0;0;0;2;1;4;5;8;12;32
"1219";280460;1;1;0;2;0;0;1;1;1;1;3;3;2;2;6;2;5;31
"1220";350115;1;0;0;0;0;1;0;0;0;2;1;2;5;3;3;7;6;31
"1221";421120;1;0;0;0;0;0;1;0;0;3;4;4;4;3;3;2;6;31
"1222";421350;1;0;0;0;0;0;1;0;0;4;2;2;6;4;3;2;6;31
"1223";280440;0;1;0;0;0;0;1;0;0;1;1;0;8;5;1;3;10;31
"1224";410570;0;0;1;0;1;0;1;1;0;3;1;5;2;3;2;2;9;31
"1225";230425;0;0;0;0;1;1;1;3;2;0;0;4;3;1;3;6;6;31
"1226";410590;0;0;0;0;1;0;0;1;1;1;1;2;3;5;5;2;9;31
"1227";210232;0;0;0;0;0;1;0;0;0;2;3;4;3;4;4;5;5;31
"1228";280130;0;0;0;0;0;1;2;1;1;2;5;1;4;3;3;6;2;31
"1229";280760;0;0;0;0;0;1;0;2;0;1;5;4;3;0;6;2;7;31
"1230";430620;0;0;0;0;0;1;1;0;1;0;0;4;2;4;1;7;10;31
"1231";353890;0;0;0;0;0;0;1;1;1;3;0;5;2;4;3;2;9;31
"1232";250190;0;0;0;0;0;0;0;1;0;0;3;3;4;4;3;3;10;31
"1233";420195;0;0;0;0;0;0;0;1;1;3;2;0;6;2;7;3;6;31
"1234";420570;0;0;0;0;0;0;0;1;0;1;2;5;1;7;4;2;8;31
"1235";421360;0;0;0;0;0;0;0;1;2;1;1;3;5;4;2;5;7;31
"1236";521560;0;0;0;0;0;0;0;1;0;2;4;1;3;3;4;1;12;31
"1237";353740;0;0;0;0;0;0;0;0;1;5;2;4;4;5;4;1;5;31
"1238";355330;0;0;0;0;0;0;0;0;2;2;0;5;3;2;7;1;9;31
"1239";411690;0;0;0;0;0;0;0;0;1;1;0;2;6;4;7;2;8;31
"1240";520890;0;0;0;0;0;0;0;0;2;0;6;3;4;6;2;2;6;31
"1241";231375;0;0;0;0;0;0;0;0;0;3;0;2;5;1;6;4;10;31
"1242";220550;0;0;0;0;0;0;0;0;0;0;3;2;2;4;4;7;9;31
"1243";260610;1;0;0;0;0;0;0;1;1;1;2;3;1;2;4;7;7;30
"1244";270450;2;0;0;0;0;0;1;0;1;2;2;0;5;5;5;1;6;30
"1245";290470;1;0;0;0;0;0;1;1;0;0;0;3;3;2;3;4;12;30
"1246";315430;1;0;0;0;0;0;0;0;1;2;0;0;2;4;3;4;13;30
"1247";211000;0;0;0;1;0;0;1;1;1;1;4;2;2;4;4;5;4;30
"1248";280550;0;0;0;1;0;0;0;2;0;1;2;2;4;1;5;5;7;30
"1249";231380;0;0;0;0;1;2;0;0;0;1;1;3;2;1;2;6;11;30
"1250";260070;0;0;0;0;1;1;0;1;0;3;2;3;3;2;1;8;5;30
"1251";420630;0;0;0;0;1;0;1;0;0;3;2;1;2;6;4;3;7;30
"1252";150440;0;0;0;0;0;1;1;1;2;2;2;3;2;2;4;5;5;30
"1253";231220;0;0;0;0;0;1;0;0;0;1;4;2;2;1;5;5;9;30
"1254";313490;0;0;0;0;0;1;0;1;0;0;0;2;1;5;5;5;10;30
"1255";421175;0;0;0;0;0;1;1;1;0;3;2;4;3;2;4;5;4;30
"1256";170820;0;0;0;0;0;0;1;0;0;2;1;1;4;5;2;3;11;30
"1257";350275;0;0;0;0;0;0;1;0;1;0;2;4;5;2;5;2;8;30
"1258";410100;0;0;0;0;0;0;1;0;0;3;0;5;2;4;5;4;6;30
"1259";130063;0;0;0;0;0;0;0;2;2;1;1;0;1;4;4;4;11;30
"1260";241120;0;0;0;0;0;0;0;1;1;2;3;4;2;3;6;4;4;30
"1261";351070;0;0;0;0;0;0;0;2;2;1;2;1;6;3;7;4;2;30
"1262";412410;0;0;0;0;0;0;0;1;1;3;3;4;4;2;3;2;7;30
"1263";510675;0;0;0;0;0;0;0;1;3;2;5;4;4;2;5;1;3;30
"1264";140030;0;0;0;0;0;0;0;0;1;1;1;5;4;6;3;2;7;30
"1265";291992;0;0;0;0;0;0;0;0;1;1;2;6;4;3;3;1;9;30
"1266";311260;0;0;0;0;0;0;0;0;1;0;0;3;2;6;3;5;10;30
"1267";311910;0;0;0;0;0;0;0;0;2;2;0;3;0;9;3;4;7;30
"1268";422000;0;0;0;0;0;0;0;0;1;2;1;0;4;6;6;5;5;30
"1269";432143;0;0;0;0;0;0;0;0;1;1;4;3;1;2;5;4;9;30
"1270";221130;0;0;0;0;0;0;0;0;0;1;0;0;4;3;5;4;13;30
"1271";230430;0;0;0;0;0;0;0;0;0;1;0;1;4;0;4;8;12;30
"1272";230655;0;0;0;0;0;0;0;0;0;1;3;2;3;4;5;4;8;30
"1273";313770;0;0;0;0;0;0;0;0;0;2;0;3;0;4;4;3;14;30
"1274";431900;0;0;0;0;0;0;0;0;0;1;0;4;6;4;2;5;8;30
"1275";430900;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;6;12;30
"1276";171320;1;0;0;0;0;0;0;0;1;2;0;3;4;3;5;6;4;29
"1277";315720;1;0;0;0;0;0;0;0;3;0;1;2;4;2;5;5;6;29
"1278";260230;0;0;0;0;0;1;0;1;0;0;3;0;2;5;4;3;10;29
"1279";280150;0;0;0;0;0;1;0;0;2;0;2;3;5;5;4;1;6;29
"1280";354240;0;0;0;0;0;3;0;1;0;1;1;2;7;4;2;2;6;29
"1281";410280;0;0;0;0;0;2;0;0;1;2;0;1;2;4;4;3;10;29
"1282";432100;0;0;0;0;0;1;0;0;0;0;1;3;6;3;6;3;6;29
"1283";521220;0;0;0;0;0;1;0;0;2;1;1;4;6;3;3;3;5;29
"1284";172120;0;0;0;0;0;0;1;0;0;3;1;2;7;0;2;5;8;29
"1285";220120;0;0;0;0;0;0;1;0;0;2;1;0;3;5;3;8;6;29
"1286";230310;0;0;0;0;0;0;4;1;1;0;0;2;4;1;4;4;8;29
"1287";292060;0;0;0;0;0;0;1;0;1;0;2;3;4;3;4;3;8;29
"1288";330385;0;0;0;0;0;0;2;1;0;1;0;4;5;2;5;5;4;29
"1289";330400;0;0;0;0;0;0;1;0;0;2;2;5;1;2;3;5;8;29
"1290";353260;0;0;0;0;0;0;1;0;1;1;1;3;1;5;1;4;11;29
"1291";355580;0;0;0;0;0;0;1;0;2;1;2;3;3;1;7;5;4;29
"1292";539929;0;0;0;0;0;0;3;1;0;1;2;5;3;1;3;4;6;29
"1293";110013;0;0;0;0;0;0;0;3;0;2;2;1;6;3;4;5;3;29
"1294";315100;0;0;0;0;0;0;0;1;0;1;1;2;4;5;3;2;10;29
"1295";432090;0;0;0;0;0;0;0;2;1;0;1;1;0;5;7;5;7;29
"1296";290750;0;0;0;0;0;0;0;0;1;1;1;1;5;4;4;3;9;29
"1297";293320;0;0;0;0;0;0;0;0;3;2;1;2;4;2;3;3;9;29
"1298";412120;0;0;0;0;0;0;0;0;2;1;2;1;2;4;4;6;7;29
"1299";420545;0;0;0;0;0;0;0;0;1;2;3;4;4;3;4;3;5;29
"1300";110040;0;0;0;0;0;0;0;0;0;0;3;1;7;1;10;2;5;29
"1301";150020;1;0;0;1;0;0;2;1;1;0;2;1;5;5;3;4;2;28
"1302";150590;2;0;0;0;0;0;1;2;2;2;0;3;4;2;0;6;4;28
"1303";230380;1;0;0;0;0;0;0;4;0;1;2;1;2;4;3;3;7;28
"1304";350860;1;0;0;1;0;0;3;1;0;1;1;2;1;5;4;2;6;28
"1305";130002;0;1;0;2;0;0;0;1;1;0;1;0;2;5;2;6;7;28
"1306";354500;0;0;1;1;0;0;0;0;2;1;1;1;3;3;5;3;7;28
"1307";140045;0;0;0;1;0;0;0;2;0;2;3;3;5;4;4;1;3;28
"1308";231085;0;0;0;1;1;1;0;2;0;3;0;2;4;2;5;3;4;28
"1309";110005;0;0;0;0;1;0;3;3;0;1;2;6;1;4;2;4;1;28
"1310";150745;0;0;0;0;1;1;0;0;1;0;2;2;4;1;2;4;10;28
"1311";320040;0;0;0;0;1;0;0;0;1;2;2;2;3;5;4;5;3;28
"1312";412230;0;0;0;0;1;0;0;0;1;2;1;3;5;3;2;4;6;28
"1313";230670;0;0;0;0;0;1;1;0;0;1;1;1;2;2;3;4;12;28
"1314";231126;0;0;0;0;0;1;1;0;1;0;1;1;5;3;1;5;9;28
"1315";314080;0;0;0;0;0;1;1;1;0;1;1;2;2;5;4;0;10;28
"1316";421210;0;0;0;0;0;1;0;2;1;1;1;0;1;4;2;1;14;28
"1317";130160;0;0;0;0;0;0;2;3;1;0;1;1;1;2;3;6;8;28
"1318";130400;0;0;0;0;0;0;1;0;1;1;3;4;4;4;1;4;5;28
"1319";150300;0;0;0;0;0;0;1;2;0;0;2;2;1;5;6;4;5;28
"1320";150520;0;0;0;0;0;0;1;0;0;2;1;2;2;3;4;4;9;28
"1321";230400;0;0;0;0;0;0;1;1;0;0;1;0;3;4;4;2;12;28
"1322";280050;0;0;0;0;0;0;1;1;0;1;2;2;1;6;4;6;4;28
"1323";350740;0;0;0;0;0;0;1;1;0;0;0;4;5;3;2;3;9;28
"1324";411410;0;0;0;0;0;0;1;0;0;3;2;2;3;3;3;5;6;28
"1325";430245;0;0;0;0;0;0;1;0;0;2;1;2;4;1;6;3;8;28
"1326";430750;0;0;0;0;0;0;1;0;1;0;3;1;1;1;5;5;10;28
"1327";431060;0;0;0;0;0;0;1;0;3;0;3;4;0;8;1;4;4;28
"1328";431365;0;0;0;0;0;0;1;1;0;1;0;3;4;7;4;1;6;28
"1329";500375;0;0;0;0;0;0;1;1;1;2;3;3;2;4;5;1;5;28
"1330";520440;0;0;0;0;0;0;1;0;2;1;4;1;2;5;5;5;2;28
"1331";150090;0;0;0;0;0;0;0;1;1;1;2;1;1;4;6;5;6;28
"1332";150548;0;0;0;0;0;0;0;1;0;2;1;6;3;5;3;4;3;28
"1333";210255;0;0;0;0;0;0;0;1;3;0;0;1;3;6;3;4;7;28
"1334";210455;0;0;0;0;0;0;0;2;1;1;0;3;3;1;3;6;8;28
"1335";270100;0;0;0;0;0;0;0;4;0;0;1;2;5;6;3;5;2;28
"1336";293220;0;0;0;0;0;0;0;1;1;0;1;2;1;5;3;5;9;28
"1337";330411;0;0;0;0;0;0;0;1;1;2;1;1;1;3;3;4;11;28
"1338";351290;0;0;0;0;0;0;0;1;0;1;3;2;4;5;3;6;3;28
"1339";355210;0;0;0;0;0;0;0;1;0;2;1;2;2;6;3;4;7;28
"1340";150309;0;0;0;0;0;0;0;0;1;1;1;0;3;5;4;6;7;28
"1341";150840;0;0;0;0;0;0;0;0;3;2;4;1;1;2;4;4;7;28
"1342";230535;0;0;0;0;0;0;0;0;1;1;1;5;2;4;2;3;9;28
"1343";261310;0;0;0;0;0;0;0;0;1;1;2;3;1;2;3;4;11;28
"1344";311660;0;0;0;0;0;0;0;0;1;0;2;3;1;5;2;7;7;28
"1345";313150;0;0;0;0;0;0;0;0;3;2;1;4;3;3;3;3;6;28
"1346";411620;0;0;0;0;0;0;0;0;1;0;0;4;6;5;8;4;0;28
"1347";290600;0;0;0;0;0;0;0;0;0;1;3;3;3;4;4;5;5;28
"1348";352610;0;0;0;0;0;0;0;0;0;3;1;2;3;5;3;4;7;28
"1349";355260;0;0;0;0;0;0;0;0;0;1;0;1;1;3;4;6;12;28
"1350";411460;0;0;0;0;0;0;0;0;0;1;1;3;2;3;7;2;9;28
"1351";310830;0;0;0;0;0;0;0;0;0;0;0;1;1;5;3;3;15;28
"1352";150380;1;0;0;0;0;1;1;0;0;1;3;2;7;2;3;2;4;27
"1353";231135;1;2;0;0;0;1;0;2;0;2;1;0;1;4;2;5;6;27
"1354";260530;0;0;1;0;0;0;0;0;0;2;0;1;3;1;3;2;14;27
"1355";250910;0;0;0;1;1;0;0;0;0;0;3;1;0;5;5;6;5;27
"1356";280120;0;0;0;1;2;1;1;2;1;1;0;3;0;3;7;3;2;27
"1357";510335;0;0;0;2;0;2;1;1;1;3;4;2;4;1;1;3;2;27
"1358";430590;0;0;0;0;1;0;1;0;2;1;3;2;4;5;2;3;3;27
"1359";140020;0;0;0;0;0;1;3;2;0;1;3;5;2;1;2;3;4;27
"1360";291120;0;0;0;0;0;1;1;1;0;2;0;1;5;5;3;3;5;27
"1361";261350;0;0;0;0;0;0;1;1;1;0;1;2;5;4;1;4;7;27
"1362";290670;0;0;0;0;0;0;1;0;0;3;1;3;0;1;4;5;9;27
"1363";292880;0;0;0;0;0;0;2;2;2;1;1;2;0;3;6;3;5;27
"1364";311450;0;0;0;0;0;0;1;1;1;0;0;3;3;4;2;3;9;27
"1365";350880;0;0;0;0;0;0;1;0;0;0;1;3;5;1;4;8;4;27
"1366";352740;0;0;0;0;0;0;1;1;0;1;0;6;1;3;5;5;4;27
"1367";355160;0;0;0;0;0;0;1;0;0;0;0;1;2;5;5;7;6;27
"1368";430100;0;0;0;0;0;0;1;2;2;1;0;2;2;4;4;5;4;27
"1369";432270;0;0;0;0;0;0;1;0;2;0;3;1;3;5;6;1;5;27
"1370";130320;0;0;0;0;0;0;0;1;2;1;3;4;8;1;3;1;3;27
"1371";292575;0;0;0;0;0;0;0;1;3;1;3;0;1;2;4;3;9;27
"1372";313220;0;0;0;0;0;0;0;2;0;0;0;2;3;2;6;5;7;27
"1373";315700;0;0;0;0;0;0;0;2;0;2;0;0;0;3;5;7;8;27
"1374";351160;0;0;0;0;0;0;0;2;1;3;1;1;7;7;2;2;1;27
"1375";110045;0;0;0;0;0;0;0;0;1;4;2;2;4;1;8;3;2;27
"1376";211300;0;0;0;0;0;0;0;0;1;0;1;2;2;4;6;5;6;27
"1377";261130;0;0;0;0;0;0;0;0;3;2;1;3;1;2;6;2;7;27
"1378";293077;0;0;0;0;0;0;0;0;1;1;2;2;1;5;2;4;9;27
"1379";320013;0;0;0;0;0;0;0;0;1;1;2;2;3;7;4;5;2;27
"1380";430105;0;0;0;0;0;0;0;0;1;1;2;1;2;3;4;2;11;27
"1381";521308;0;0;0;0;0;0;0;0;2;0;2;1;1;4;2;5;10;27
"1382";150803;0;0;0;0;0;0;0;0;0;1;1;2;2;6;3;4;8;27
"1383";230710;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3;5;16;27
"1384";412785;0;0;0;0;0;0;0;0;0;2;0;4;1;5;6;2;7;27
"1385";313950;0;0;0;0;0;0;0;0;0;0;2;2;2;6;1;3;11;27
"1386";500470;0;0;0;0;0;0;0;0;0;0;4;2;2;1;4;5;9;27
"1387";130140;1;0;0;0;1;0;2;1;0;0;4;1;3;1;4;3;5;26
"1388";230860;2;0;0;0;1;0;0;0;0;2;1;0;1;4;3;2;10;26
"1389";260510;1;0;0;0;0;0;1;0;1;0;3;4;1;3;1;2;9;26
"1390";270400;2;0;0;0;0;0;0;1;1;1;2;5;0;4;2;3;5;26
"1391";210160;0;0;1;0;0;3;1;0;1;0;0;1;4;4;1;2;8;26
"1392";320420;0;0;1;0;0;0;0;0;1;0;1;1;3;5;3;6;5;26
"1393";130330;0;0;0;1;0;0;3;0;1;0;0;1;2;7;2;2;7;26
"1394";293230;0;0;0;1;0;0;0;0;2;0;2;5;2;4;0;3;7;26
"1395";250300;0;0;0;0;1;1;0;0;1;2;1;3;3;3;0;2;9;26
"1396";261540;0;0;0;0;1;0;0;0;0;0;0;5;3;3;1;3;10;26
"1397";420450;0;0;0;0;1;0;0;0;0;1;1;3;3;2;3;3;9;26
"1398";420810;0;0;0;0;2;0;0;0;1;1;0;2;4;3;6;4;3;26
"1399";510562;0;0;0;0;1;0;1;1;0;0;2;2;4;6;3;2;4;26
"1400";171330;0;0;0;0;0;1;1;1;1;2;1;2;3;4;4;2;4;26
"1401";210540;0;0;0;0;0;1;0;2;3;0;1;2;2;5;2;3;5;26
"1402";316680;0;0;0;0;0;1;0;1;4;3;4;1;4;3;1;1;3;26
"1403";317080;0;0;0;0;0;1;1;0;1;0;0;2;1;3;4;4;9;26
"1404";352330;0;0;0;0;0;1;0;0;0;1;1;1;6;3;1;4;8;26
"1405";110009;0;0;0;0;0;0;1;2;0;2;2;4;3;4;2;1;5;26
"1406";130280;0;0;0;0;0;0;1;1;3;0;1;2;2;3;3;5;5;26
"1407";260560;0;0;0;0;0;0;1;1;2;0;0;4;1;3;5;2;7;26
"1408";313300;0;0;0;0;0;0;1;0;0;0;1;1;4;4;4;5;6;26
"1409";350800;0;0;0;0;0;0;2;1;1;0;1;2;4;4;6;2;3;26
"1410";352190;0;0;0;0;0;0;2;0;1;2;1;3;4;5;0;3;5;26
"1411";352280;0;0;0;0;0;0;1;0;0;0;2;2;3;6;2;2;8;26
"1412";522020;0;0;0;0;0;0;2;1;2;1;0;1;7;1;3;1;7;26
"1413";150570;0;0;0;0;0;0;0;1;0;1;1;3;2;4;2;7;5;26
"1414";210200;0;0;0;0;0;0;0;1;2;0;1;2;1;1;10;4;4;26
"1415";354300;0;0;0;0;0;0;0;1;0;2;1;1;2;5;4;6;4;26
"1416";520551;0;0;0;0;0;0;0;2;1;2;3;2;1;5;6;4;0;26
"1417";231260;0;0;0;0;0;0;0;0;1;1;2;3;1;0;0;9;9;26
"1418";310200;0;0;0;0;0;0;0;0;1;1;0;1;5;3;1;4;10;26
"1419";312430;0;0;0;0;0;0;0;0;1;0;1;1;1;3;3;4;12;26
"1420";315770;0;0;0;0;0;0;0;0;2;1;0;0;4;3;8;4;4;26
"1421";352000;0;0;0;0;0;0;0;0;3;4;5;4;2;2;1;1;4;26
"1422";420580;0;0;0;0;0;0;0;0;1;2;2;2;2;6;3;3;5;26
"1423";430110;0;0;0;0;0;0;0;0;1;1;1;0;3;2;7;3;8;26
"1424";431850;0;0;0;0;0;0;0;0;1;1;1;0;3;4;5;6;5;26
"1425";500800;0;0;0;0;0;0;0;0;2;0;0;2;8;2;2;6;4;26
"1426";314015;0;0;0;0;0;0;0;0;0;1;0;2;3;3;7;8;2;26
"1427";314870;0;0;0;0;0;0;0;0;0;2;1;1;3;1;5;5;8;26
"1428";320190;0;0;0;0;0;0;0;0;0;1;3;1;3;2;6;3;7;26
"1429";330050;0;0;0;0;0;0;0;0;0;1;4;1;2;5;4;2;7;26
"1430";410210;0;0;0;0;0;0;0;0;0;1;1;0;4;4;6;5;5;26
"1431";291290;0;0;0;0;0;0;0;0;0;0;1;4;5;2;3;4;7;26
"1432";314500;0;0;0;0;0;0;0;0;0;0;2;3;7;2;3;3;6;26
"1433";260090;3;0;0;0;0;0;0;1;0;1;0;3;0;3;5;5;4;25
"1434";280620;1;1;0;0;0;0;1;2;0;0;0;2;0;3;5;3;7;25
"1435";280560;0;1;0;0;0;0;0;2;2;0;2;0;1;2;2;7;6;25
"1436";270040;0;0;2;0;1;0;0;0;1;1;1;0;3;7;3;1;5;25
"1437";130014;0;0;0;1;0;0;0;2;2;0;5;3;1;4;3;3;1;25
"1438";150835;0;0;0;1;0;0;1;2;3;2;0;1;2;4;3;2;4;25
