"";"cod_ibge_6";"obitos00a04";"obitos05a09";"obitos10a14";"obitos15a19";"obitos20a24";"obitos25a29";"obitos30a34";"obitos35a39";"obitos40a44";"obitos45a49";"obitos50a54";"obitos55a59";"obitos60a64";"obitos65a69";"obitos70a74";"obitos75a79";"obitos80m";"obitos_total"
"792";230950;0;0;0;0;0;0;0;0;0;2;0;3;2;4;11;9;23;54
"793";291210;1;0;0;0;0;0;1;2;1;0;1;2;7;5;9;5;19;53
"794";520640;1;0;0;0;0;0;0;2;2;2;8;3;7;6;8;9;5;53
"795";430545;0;0;0;0;0;1;0;1;2;2;5;4;8;10;8;6;6;53
"796";431890;0;0;0;0;0;1;1;3;1;2;3;7;3;11;3;7;11;53
"797";354970;0;0;0;0;0;0;1;1;3;0;0;2;8;9;5;6;18;53
"798";351860;0;0;0;0;0;0;0;1;0;0;4;6;5;8;7;4;18;53
"799";352044;0;0;0;0;0;0;0;2;1;3;7;7;4;3;8;2;16;53
"800";410880;0;0;0;0;0;0;0;1;3;2;2;4;8;9;8;3;13;53
"801";261090;1;0;0;0;0;0;0;2;2;4;3;3;4;5;8;4;16;52
"802";280320;1;0;0;0;1;0;1;4;3;3;2;6;5;5;7;7;7;52
"803";521890;0;1;0;0;0;2;1;0;2;8;4;0;9;9;4;3;9;52
"804";150580;0;0;1;0;2;1;1;1;1;2;7;2;4;4;5;11;10;52
"805";231350;0;0;1;0;1;0;2;3;3;2;2;2;6;4;4;3;19;52
"806";150370;0;0;0;1;1;0;0;1;2;3;2;4;3;2;10;13;10;52
"807";230810;0;0;0;0;2;0;2;0;0;0;3;5;1;7;7;7;18;52
"808";231025;0;0;0;0;1;0;0;2;0;0;0;5;9;7;9;2;17;52
"809";411750;0;0;0;0;1;1;1;0;1;1;2;3;8;9;5;8;12;52
"810";421170;0;0;0;0;1;0;0;1;0;4;1;2;8;9;8;5;13;52
"811";432080;0;0;0;0;1;0;0;0;2;7;6;2;1;4;8;8;13;52
"812";317130;0;0;0;0;0;1;1;0;3;1;1;1;5;3;7;9;20;52
"813";421320;0;0;0;0;0;1;2;0;1;1;4;1;7;3;12;5;15;52
"814";521450;0;0;0;0;0;1;0;1;2;2;2;7;3;7;7;7;13;52
"815";130430;0;0;0;0;0;0;1;2;1;3;4;7;3;8;7;10;6;52
"816";150330;0;0;0;0;0;0;1;1;6;0;5;7;5;2;7;5;13;52
"817";313750;0;0;0;0;0;0;1;1;2;1;2;6;8;6;3;4;18;52
"818";411580;0;0;0;0;0;0;2;2;2;1;4;4;6;5;6;7;13;52
"819";510263;0;0;0;0;0;0;2;2;5;0;7;4;7;8;4;4;9;52
"820";350220;0;0;0;0;0;0;0;1;0;4;2;9;13;7;1;4;11;52
"821";316940;0;0;0;0;0;0;0;0;3;2;1;3;4;14;5;7;13;52
"822";520130;0;0;0;0;0;0;0;0;2;3;1;7;6;5;7;9;12;52
"823";150460;2;0;0;0;0;2;0;1;3;1;3;4;2;3;7;13;10;51
"824";291390;1;0;0;0;0;1;0;2;1;3;2;2;2;11;7;5;14;51
"825";410650;0;0;0;0;1;1;1;0;1;5;7;6;5;3;7;5;9;51
"826";292050;0;0;0;0;0;1;0;0;1;2;3;3;2;5;4;8;22;51
"827";412810;0;0;0;0;0;1;1;2;2;1;5;4;4;3;4;10;14;51
"828";421650;0;0;0;0;0;1;0;1;0;2;1;3;12;5;10;5;11;51
"829";261060;0;0;0;0;0;0;0;1;2;3;4;6;5;9;4;8;9;51
"830";330395;0;0;0;0;0;0;0;2;5;4;3;2;10;8;4;5;8;51
"831";351820;0;0;0;0;0;0;0;2;1;3;7;3;5;9;10;4;7;51
"832";150800;1;0;0;3;1;0;1;1;3;5;1;3;2;3;6;7;13;50
"833";291170;0;1;0;0;0;1;0;1;0;1;3;3;3;4;8;9;16;50
"834";420130;0;0;0;1;0;1;1;1;4;4;4;4;5;9;4;4;8;50
"835";260040;0;0;0;0;1;0;1;0;0;2;3;2;9;6;6;6;14;50
"836";350070;0;0;0;0;1;1;0;3;1;5;1;3;2;8;3;6;16;50
"837";351970;0;0;0;0;1;1;1;5;4;2;1;5;5;6;6;4;9;50
"838";353550;0;0;0;0;1;0;0;0;2;1;2;7;7;6;2;6;16;50
"839";313510;0;0;0;0;0;0;3;0;1;2;9;4;7;6;7;4;7;50
"840";412080;0;0;0;0;0;0;1;0;1;3;5;5;7;12;3;3;10;50
"841";352970;0;0;0;0;0;0;0;3;1;0;4;2;12;8;3;10;7;50
"842";410425;0;0;0;0;0;0;0;1;1;2;4;2;8;10;4;2;16;50
"843";420395;0;0;0;0;0;0;0;1;1;1;1;4;5;8;13;8;8;50
"844";311330;0;0;0;0;0;0;0;0;0;2;2;2;4;6;9;7;18;50
"845";130080;1;0;1;0;0;0;1;2;1;1;3;7;2;7;3;5;15;49
"846";310900;1;0;0;0;0;1;1;3;0;0;4;6;5;6;5;6;11;49
"847";431600;0;1;0;0;0;0;1;2;1;5;4;5;3;7;7;7;6;49
"848";150290;0;0;1;0;0;0;0;0;2;1;4;5;4;5;9;8;10;49
"849";130100;0;0;0;1;0;1;0;1;1;3;2;5;3;8;3;7;14;49
"850";230580;0;0;0;1;0;0;0;2;0;4;0;5;2;1;10;4;20;49
"851";150619;0;0;0;0;1;0;0;2;1;1;1;2;1;8;7;9;16;49
"852";354160;0;0;0;0;1;0;3;0;2;0;2;4;8;3;7;9;10;49
"853";411125;0;0;0;0;1;0;2;1;2;7;2;1;8;5;8;7;5;49
"854";431880;0;0;0;0;1;0;0;0;1;2;1;1;7;5;5;10;16;49
"855";230690;0;0;0;0;0;1;0;0;2;3;1;4;3;7;6;8;14;49
"856";261450;0;0;0;0;0;1;3;2;0;1;1;4;4;4;8;9;12;49
"857";351340;0;0;0;0;0;1;1;1;0;4;4;1;7;8;3;9;10;49
"858";430640;0;0;0;0;0;1;1;3;2;1;5;4;1;6;5;5;15;49
"859";500070;0;0;0;0;0;1;1;1;2;2;5;6;4;6;7;7;7;49
"860";210570;0;0;0;0;0;0;1;1;3;3;0;7;3;8;4;6;13;49
"861";240110;0;0;0;0;0;0;2;0;2;2;2;5;4;1;8;4;19;49
"862";230930;0;0;0;0;0;0;0;1;1;1;2;1;5;6;9;7;16;49
"863";353010;0;0;0;0;0;0;0;2;2;2;4;3;7;5;3;9;12;49
"864";432190;0;0;0;0;0;0;0;0;1;2;4;0;3;3;10;10;16;49
"865";150178;1;0;0;0;0;0;1;1;0;4;2;3;4;6;11;7;8;48
"866";150760;1;2;3;0;0;3;1;0;0;2;1;4;5;5;6;7;8;48
"867";293270;0;1;0;0;1;2;1;2;1;2;2;0;8;6;1;7;14;48
"868";290560;0;0;1;0;0;0;0;3;1;1;4;3;2;5;5;6;17;48
"869";430850;0;0;0;0;1;1;2;0;0;2;5;1;7;10;5;9;5;48
"870";430940;0;0;0;0;1;1;0;0;2;1;4;1;5;6;6;7;14;48
"871";293050;0;0;0;0;0;1;1;0;3;3;6;1;6;9;6;3;9;48
"872";430466;0;0;0;0;0;2;1;1;4;1;2;5;2;7;7;3;13;48
"873";150230;0;0;0;0;0;0;1;0;0;2;3;1;2;6;4;9;20;48
"874";270230;0;0;0;0;0;0;1;1;6;3;6;3;3;8;3;7;7;48
"875";353300;0;0;0;0;0;0;1;2;0;4;1;4;5;3;13;2;13;48
"876";352030;0;0;0;0;0;0;0;1;2;2;0;3;5;6;9;5;15;48
"877";500330;0;0;0;0;0;0;0;3;2;4;1;6;6;12;1;4;9;48
"878";240100;0;0;0;0;0;0;0;0;1;3;4;3;5;1;7;4;20;48
"879";315150;0;0;0;0;0;0;0;0;0;0;6;5;3;4;7;9;14;48
"880";150797;1;0;0;0;0;1;0;1;3;2;3;8;5;6;7;2;8;47
"881";260140;1;0;0;0;0;0;1;0;3;1;3;4;3;6;2;2;21;47
"882";291550;1;0;0;1;0;1;0;1;1;3;3;4;2;5;6;5;14;47
"883";510170;1;0;0;0;0;2;0;2;0;2;3;5;8;5;7;2;10;47
"884";130370;0;1;0;2;1;0;0;1;1;1;1;8;3;7;5;7;9;47
"885";280300;0;0;0;1;0;0;1;3;0;1;3;3;6;6;6;4;13;47
"886";250030;0;0;0;0;1;1;1;1;2;3;0;3;5;4;4;6;16;47
"887";521710;0;0;0;0;1;2;1;0;2;3;1;2;3;2;5;11;14;47
"888";150405;0;0;0;0;0;1;0;3;1;1;3;1;8;7;6;6;10;47
"889";431000;0;0;0;0;0;1;1;0;2;1;2;4;6;7;7;3;13;47
"890";500540;0;0;0;0;0;1;1;1;2;2;3;5;4;6;7;3;12;47
"891";350970;0;0;0;0;0;0;1;0;0;1;1;5;10;4;2;10;13;47
"892";330380;0;0;0;0;0;0;0;1;1;1;0;5;5;3;12;6;13;47
"893";353110;0;0;0;0;0;0;0;1;3;1;1;5;3;7;10;3;13;47
"894";500520;0;0;0;0;0;0;0;2;1;2;4;3;6;6;6;8;9;47
"895";210900;0;0;0;0;0;0;0;0;3;1;3;5;7;6;5;6;11;47
"896";420550;0;0;0;0;0;0;0;0;2;5;6;2;3;4;8;10;7;47
"897";430860;0;0;0;0;0;0;0;0;1;0;1;6;8;1;14;4;12;47
"898";210120;1;0;1;0;0;2;0;0;2;3;7;3;7;3;8;5;4;46
"899";351830;1;0;0;0;0;2;1;0;1;2;3;3;4;7;6;5;11;46
"900";353140;1;0;0;0;0;0;0;1;1;2;4;5;4;3;1;11;13;46
"901";520030;0;0;1;0;0;1;0;1;0;3;2;7;4;7;8;5;7;46
"902";411320;0;0;0;1;0;0;0;1;0;0;2;5;6;5;8;10;8;46
"903";320332;0;0;0;0;0;1;0;3;2;2;2;5;7;4;7;4;9;46
"904";352600;0;0;0;0;0;0;1;1;0;0;2;5;5;7;8;6;11;46
"905";431080;0;0;0;0;0;0;2;4;1;2;2;3;3;10;4;6;9;46
"906";313090;0;0;0;0;0;0;0;1;0;1;1;1;3;4;3;5;27;46
"907";421570;0;0;0;0;0;0;0;1;0;3;1;1;5;9;6;3;17;46
"908";430680;0;0;0;0;0;0;0;1;2;2;2;2;7;4;8;4;14;46
"909";521120;0;0;0;0;0;0;0;2;0;3;3;6;6;6;7;5;8;46
"910";240260;0;0;0;0;0;0;0;0;4;1;3;2;9;3;5;8;11;46
"911";355060;0;0;0;0;0;0;0;0;1;1;4;5;10;7;6;3;9;46
"912";410240;0;0;0;0;0;0;0;0;1;1;4;4;7;9;3;8;9;46
"913";150470;1;0;0;0;1;0;1;0;1;1;3;6;4;6;6;6;9;45
"914";261420;1;0;0;0;0;0;2;3;0;2;6;2;6;2;5;9;7;45
"915";280450;0;1;0;0;0;0;0;1;0;2;9;2;6;0;9;5;10;45
"916";290630;0;0;0;1;0;1;1;1;2;1;1;0;2;5;4;12;14;45
"917";411480;0;0;0;0;1;0;0;1;0;2;2;2;5;7;9;5;11;45
"918";430450;0;0;0;0;2;1;0;0;1;3;2;6;4;4;3;7;12;45
"919";431130;0;0;0;0;0;1;1;0;0;2;3;4;7;8;3;6;10;45
"920";170930;0;0;0;0;0;0;1;4;2;1;2;2;4;8;6;4;11;45
"921";251210;0;0;0;0;0;0;1;0;0;1;3;2;5;4;6;9;14;45
"922";350560;0;0;0;0;0;0;1;0;0;3;2;4;4;4;12;1;14;45
"923";411570;0;0;0;0;0;0;1;1;1;2;1;1;5;9;12;7;5;45
"924";430190;0;0;0;0;0;0;0;1;1;1;0;2;8;7;7;6;12;45
"925";260765;0;0;0;0;0;0;0;0;2;0;4;2;4;2;8;6;17;45
"926";421050;0;0;0;0;0;0;0;0;0;0;3;6;7;7;4;8;10;45
"927";521570;0;1;0;0;1;0;0;2;2;2;2;3;6;5;8;4;8;44
"928";310540;0;0;0;1;0;0;0;0;2;1;0;4;11;7;4;3;11;44
"929";351220;0;0;0;1;0;1;0;0;1;3;1;6;5;2;2;7;15;44
"930";351750;0;0;0;0;1;2;1;0;1;1;2;7;5;1;5;4;14;44
"931";520330;0;0;0;0;2;0;1;1;2;1;2;3;6;5;6;7;8;44
"932";251120;0;0;0;0;0;1;2;3;1;1;2;1;1;7;4;5;16;44
"933";251250;0;0;0;0;0;1;1;1;1;1;4;1;3;3;5;6;17;44
"934";260420;0;0;0;0;0;1;0;1;2;1;4;4;3;5;5;7;11;44
"935";352730;0;0;0;0;0;1;1;1;0;2;6;1;6;8;6;5;7;44
"936";353460;0;0;0;0;0;1;1;2;0;1;3;3;3;5;7;4;14;44
"937";355040;0;0;0;0;0;0;1;1;2;1;3;2;3;4;6;8;13;44
"938";421900;0;0;0;0;0;0;1;1;1;2;3;3;5;4;7;6;11;44
"939";292510;0;0;0;0;0;0;0;1;0;0;1;4;1;5;8;7;17;44
"940";411420;0;0;0;0;0;0;0;1;0;2;3;3;3;7;4;7;14;44
"941";420845;0;0;0;0;0;0;0;1;0;3;4;4;5;11;5;7;4;44
"942";353920;0;0;0;0;0;0;0;0;1;1;1;4;0;3;6;10;18;44
"943";430820;0;0;0;0;0;0;0;0;0;2;5;5;9;4;3;7;9;44
"944";150375;2;0;0;0;3;1;0;0;3;0;1;4;4;6;6;8;5;43
"945";292200;0;0;0;0;1;1;1;0;2;3;1;8;2;4;2;9;9;43
"946";130255;0;0;0;0;0;1;2;1;0;1;2;3;2;9;6;3;13;43
"947";350420;0;0;0;0;0;1;1;1;1;0;5;3;4;5;12;4;6;43
"948";431320;0;0;0;0;0;2;0;0;1;0;7;5;3;3;6;3;13;43
"949";250600;0;0;0;0;0;0;2;0;3;1;2;3;2;9;10;2;9;43
"950";352990;0;0;0;0;0;0;1;1;3;3;5;3;7;3;4;4;9;43
"951";354640;0;0;0;0;0;0;1;0;0;1;3;5;2;7;6;6;12;43
"952";421830;0;0;0;0;0;0;2;0;0;5;1;5;10;8;4;5;3;43
"953";431306;0;0;0;0;0;0;3;1;1;2;4;6;10;8;4;2;2;43
"954";432170;0;0;0;0;0;0;1;1;2;5;1;4;7;4;7;4;7;43
"955";260950;0;0;0;0;0;0;0;1;2;2;2;5;4;7;5;6;9;43
"956";310630;0;0;0;0;0;0;0;1;1;1;0;0;6;4;7;8;15;43
"957";351000;0;0;0;0;0;0;0;2;1;3;3;3;5;3;8;8;7;43
"958";539913;0;0;0;0;0;0;0;1;1;0;1;4;3;3;6;5;19;43
"959";230830;0;0;0;0;0;0;0;0;2;1;0;0;5;8;2;2;23;43
"960";520540;0;0;0;0;0;0;0;0;0;0;3;6;3;3;9;7;12;43
"961";230230;0;1;0;0;1;0;0;0;1;0;3;3;4;5;2;4;18;42
"962";270290;0;0;0;0;1;1;2;1;0;0;4;2;6;3;5;3;14;42
"963";352130;0;0;0;0;0;1;1;0;0;4;7;3;6;5;6;1;8;42
"964";354080;0;0;0;0;0;1;0;0;0;2;3;3;4;3;4;10;12;42
"965";110033;0;0;0;0;0;0;1;1;2;6;5;3;3;5;5;6;5;42
"966";130360;0;0;0;0;0;0;3;1;2;1;0;4;5;3;3;6;14;42
"967";230495;0;0;0;0;0;0;1;1;1;1;2;2;4;4;6;6;14;42
"968";313010;0;0;0;0;0;0;1;2;1;2;2;0;4;8;5;7;10;42
"969";313665;0;0;0;0;0;0;1;0;4;1;2;0;3;9;10;2;10;42
"970";350810;0;0;0;0;0;0;1;0;0;0;5;5;4;7;7;1;12;42
"971";351390;0;0;0;0;0;0;1;4;3;4;2;5;3;7;1;4;8;42
"972";420245;0;0;0;0;0;0;0;1;1;1;1;6;6;8;3;7;8;42
"973";432010;0;0;0;0;0;0;0;0;1;2;3;3;4;6;7;6;10;42
"974";500740;0;0;0;0;0;0;0;0;1;3;6;3;3;4;7;6;9;42
"975";330480;0;0;0;0;0;0;0;0;0;0;3;4;4;7;5;2;17;42
"976";231320;2;0;1;0;0;0;0;1;0;0;1;0;3;5;3;11;14;41
"977";0;1;0;0;0;0;1;3;1;2;2;2;2;6;8;5;4;4;41
"978";314070;0;0;0;1;0;0;1;1;2;1;0;9;6;2;8;4;6;41
"979";355450;0;0;0;1;0;0;1;1;4;1;4;2;5;4;4;5;9;41
"980";431270;0;0;0;1;0;0;2;1;0;1;1;4;6;2;7;6;10;41
"981";311050;0;0;0;0;1;0;0;0;0;0;3;0;6;8;7;8;8;41
"982";330290;0;0;0;0;1;2;1;1;0;1;3;7;3;5;3;5;9;41
"983";350480;0;0;0;0;0;1;0;1;0;0;1;1;4;8;5;8;12;41
"984";500620;0;0;0;0;0;1;0;1;2;2;4;5;4;4;6;3;9;41
"985";150277;0;0;0;0;0;0;1;1;0;1;5;6;5;7;6;3;6;41
"986";150700;0;0;0;0;0;0;3;3;1;2;0;5;5;3;2;9;8;41
"987";353900;0;0;0;0;0;0;1;1;0;1;3;3;4;5;1;11;11;41
"988";420850;0;0;0;0;0;0;3;0;4;1;5;5;3;5;6;5;4;41
"989";431265;0;0;0;0;0;0;1;1;1;2;1;6;5;4;10;8;2;41
"990";316553;0;0;0;0;0;0;0;1;3;1;2;4;4;7;3;8;8;41
"991";350780;0;0;0;0;0;0;0;2;0;5;0;1;4;8;6;8;7;41
"992";410120;0;0;0;0;0;0;0;1;1;2;4;4;7;8;4;5;5;41
"993";421500;0;0;0;0;0;0;0;1;2;1;6;6;7;6;3;5;4;41
"994";352620;0;0;0;0;0;0;0;0;1;1;0;3;5;5;10;9;7;41
"995";160050;1;0;0;0;0;2;0;3;2;3;5;2;1;5;10;1;5;40
"996";280360;0;2;0;0;0;1;0;1;4;1;3;5;1;2;10;5;5;40
"997";292920;0;1;0;0;0;0;1;2;0;2;1;7;4;8;2;3;9;40
"998";150808;0;0;0;1;1;0;1;1;4;3;3;1;5;4;4;5;7;40
"999";315690;0;0;0;1;0;0;0;0;1;2;6;2;2;3;6;6;11;40
"1000";420880;0;0;0;1;0;0;2;1;2;1;1;1;5;11;9;1;5;40
"1001";230590;0;0;0;0;1;0;1;0;0;0;3;0;5;8;4;5;13;40
"1002";230625;0;0;0;0;2;0;0;1;1;2;4;1;3;6;6;2;12;40
"1003";310110;0;0;0;0;1;0;0;0;1;1;1;1;6;6;4;4;15;40
"1004";521460;0;0;0;0;1;0;1;1;2;3;4;2;1;8;4;4;9;40
"1005";250430;0;0;0;0;0;1;1;0;2;5;1;1;0;4;7;5;13;40
"1006";352920;0;0;0;0;0;1;0;1;3;2;4;3;2;3;11;3;7;40
"1007";421280;0;0;0;0;0;1;0;0;1;1;1;0;7;8;7;8;6;40
"1008";351240;0;0;0;0;0;0;1;0;0;4;0;3;3;6;6;6;11;40
"1009";351370;0;0;0;0;0;0;1;2;2;2;1;4;0;3;5;9;11;40
"1010";430130;0;0;0;0;0;0;1;0;0;1;3;10;1;4;8;3;9;40
"1011";430270;0;0;0;0;0;0;1;1;0;2;0;3;8;8;7;3;7;40
"1012";500325;0;0;0;0;0;0;2;3;5;2;5;5;6;4;1;4;3;40
"1013";251290;0;0;0;0;0;0;0;1;1;3;5;3;0;3;3;11;10;40
"1014";314600;0;0;0;0;0;0;0;1;5;0;1;2;1;5;12;6;7;40
"1015";315220;0;0;0;0;0;0;0;1;1;0;2;3;6;6;5;2;14;40
"1016";350460;0;0;0;0;0;0;0;1;2;1;2;5;6;4;5;6;8;40
"1017";353190;0;0;0;0;0;0;0;0;2;0;3;4;5;8;4;3;11;40
"1018";291750;0;0;0;0;0;0;0;0;0;1;3;2;6;4;7;6;11;40
"1019";313120;0;0;0;0;0;0;0;0;0;0;0;3;3;7;6;8;13;40
"1020";230610;2;0;0;0;1;0;1;1;1;3;1;2;4;2;6;3;12;39
"1021";260730;1;0;0;0;0;1;1;0;2;0;1;5;3;1;8;5;11;39
"1022";292110;1;0;0;0;0;0;0;3;0;2;4;2;3;3;3;8;10;39
"1023";510706;3;0;0;0;0;2;0;1;4;2;2;10;3;4;0;3;5;39
"1024";320280;0;0;1;0;0;0;1;3;0;0;1;1;5;4;6;8;9;39
"1025";170220;0;0;0;1;0;1;1;0;1;2;1;3;1;3;6;6;13;39
"1026";270800;0;0;0;1;0;0;1;1;0;1;3;5;3;3;4;6;11;39
"1027";220020;0;0;0;0;1;0;1;1;1;0;1;3;2;1;2;10;16;39
"1028";231200;0;0;0;0;1;0;1;0;0;1;2;2;0;3;8;9;12;39
"1029";350030;0;0;0;0;1;0;0;0;0;2;3;2;8;1;3;7;12;39
"1030";291955;0;0;0;0;0;1;0;4;2;3;4;3;4;6;5;2;5;39
"1031";293010;0;0;0;0;0;1;1;0;0;0;3;2;2;3;8;10;9;39
"1032";431370;0;0;0;0;0;1;1;1;2;1;1;5;4;3;4;5;11;39
"1033";230700;0;0;0;0;0;0;1;1;2;1;1;2;3;1;7;8;12;39
"1034";231030;0;0;0;0;0;0;2;1;1;2;1;1;1;2;5;6;17;39
"1035";430420;0;0;0;0;0;0;1;0;0;0;1;4;4;4;6;7;12;39
"1036";500769;0;0;0;0;0;0;2;3;3;1;5;4;3;6;4;6;2;39
"1037";251600;0;0;0;0;0;0;0;2;2;1;2;3;3;5;3;7;11;39
"1038";330570;0;0;0;0;0;0;0;1;1;0;1;1;4;7;4;4;16;39
"1039";354670;0;0;0;0;0;0;0;1;1;1;0;4;4;4;10;2;12;39
"1040";411770;0;0;0;0;0;0;0;1;1;0;3;7;4;4;9;5;5;39
"1041";421010;0;0;0;0;0;0;0;1;2;3;1;1;5;9;4;3;10;39
"1042";500380;0;0;0;0;0;0;0;1;1;1;4;1;2;9;6;2;12;39
"1043";520013;0;0;0;0;0;0;0;1;1;0;0;5;4;6;6;4;12;39
"1044";352010;0;0;0;0;0;0;0;0;2;0;1;5;2;6;3;9;11;39
"1045";411995;0;0;0;0;0;0;0;0;2;1;2;5;6;5;4;8;6;39
"1046";411430;0;0;0;0;0;0;0;0;0;4;1;3;4;5;5;8;9;39
"1047";270690;0;1;0;0;0;0;0;1;1;0;1;4;5;7;8;6;4;38
"1048";211400;0;0;1;0;0;1;0;1;1;0;1;2;3;8;4;1;15;38
"1049";270550;0;0;0;1;1;0;1;0;0;2;5;3;4;4;7;3;7;38
"1050";260030;0;0;0;0;0;1;0;1;3;2;2;2;1;3;2;12;9;38
"1051";313520;0;0;0;0;0;1;2;1;2;1;1;5;4;5;4;5;7;38
"1052";314110;0;0;0;0;0;1;0;2;3;0;1;6;3;2;9;5;6;38
"1053";353580;0;0;0;0;0;2;0;0;0;2;1;3;4;4;7;5;10;38
"1054";230435;0;0;0;0;0;0;1;1;2;3;4;3;3;6;1;2;12;38
"1055";352520;0;0;0;0;0;0;1;0;1;4;1;2;3;6;9;5;6;38
"1056";510410;0;0;0;0;0;0;4;4;2;1;1;4;5;6;2;4;5;38
"1057";520170;0;0;0;0;0;0;1;1;1;1;0;3;6;7;7;6;5;38
"1058";330180;0;0;0;0;0;0;0;2;2;0;1;2;4;9;5;3;10;38
"1059";330415;0;0;0;0;0;0;0;1;0;1;4;4;3;5;4;3;13;38
"1060";353620;0;0;0;0;0;0;0;1;0;1;3;5;3;4;8;4;9;38
"1061";353790;0;0;0;0;0;0;0;0;0;3;3;3;7;5;4;5;8;38
"1062";521090;0;0;0;0;0;0;0;0;0;5;3;6;3;3;6;0;12;38
"1063";420900;0;0;0;0;0;0;0;0;0;0;2;2;7;3;6;5;13;38
"1064";510760;0;0;1;0;0;0;1;1;0;0;4;5;7;9;2;4;3;37
"1065";231310;0;0;0;1;0;0;3;1;2;3;2;3;3;2;3;4;10;37
"1066";251450;0;0;0;1;0;0;0;4;2;3;1;1;3;4;2;6;10;37
"1067";210405;0;0;0;0;2;0;0;0;0;1;1;4;5;1;6;9;8;37
"1068";261050;0;0;0;0;1;1;1;0;1;1;2;4;1;3;5;7;10;37
"1069";355270;0;0;0;0;1;0;1;0;1;2;4;2;3;5;3;7;8;37
"1070";521720;0;0;0;0;1;0;0;0;2;1;6;2;0;6;4;7;8;37
"1071";313115;0;0;0;0;0;1;0;1;1;0;2;1;1;2;4;5;19;37
"1072";353710;0;0;0;0;0;1;0;1;1;1;2;7;5;3;2;5;9;37
"1073";539928;0;0;0;0;0;1;0;0;0;4;3;6;6;6;1;4;6;37
"1074";230820;0;0;0;0;0;0;1;1;1;0;2;3;3;2;2;5;17;37
"1075";231050;0;0;0;0;0;0;2;0;0;1;3;4;3;2;6;7;9;37
"1076";314560;0;0;0;0;0;0;1;1;1;1;3;2;5;3;5;5;10;37
"1077";330440;0;0;0;0;0;0;1;0;1;0;6;1;1;5;4;6;12;37
"1078";355510;0;0;0;0;0;0;1;0;0;3;3;3;6;6;2;4;9;37
"1079";355640;0;0;0;0;0;0;1;0;1;0;3;2;1;12;6;4;7;37
"1080";500060;0;0;0;0;0;0;1;3;1;0;1;2;6;6;6;3;8;37
"1081";530030;0;0;0;0;0;0;1;0;2;0;1;4;4;4;6;6;9;37
"1082";316935;0;0;0;0;0;0;0;1;2;2;2;6;3;8;6;2;5;37
"1083";432280;0;0;0;0;0;0;0;1;0;1;0;2;5;5;3;4;16;37
"1084";500220;0;0;0;0;0;0;0;1;2;3;0;3;6;2;5;7;8;37
"1085";311000;0;0;0;0;0;0;0;0;1;0;0;0;6;3;3;4;20;37
"1086";431950;0;0;0;0;0;0;0;0;1;5;3;9;2;7;2;3;5;37
"1087";510480;0;0;0;0;0;0;0;0;0;0;2;1;5;3;7;7;12;37
"1088";150345;2;0;0;1;0;0;1;0;2;1;1;5;2;5;6;5;5;36
"1089";260500;1;0;0;0;1;0;0;1;1;4;4;0;4;0;7;5;8;36
"1090";261560;1;0;0;0;1;0;0;0;0;0;4;4;2;4;4;4;12;36
"1091";292860;0;0;0;0;1;0;0;2;1;1;1;2;4;5;8;2;9;36
"1092";260775;0;0;0;0;0;1;0;2;1;1;2;1;4;1;5;4;14;36
"1093";313860;0;0;0;0;0;1;0;1;1;1;3;6;7;3;3;4;6;36
"1094";430480;0;0;0;0;0;1;1;1;0;0;0;3;1;5;7;6;11;36
"1095";432110;0;0;0;0;0;1;0;1;2;2;2;1;5;6;5;7;4;36
"1096";290800;0;0;0;0;0;0;1;0;0;0;2;3;4;8;3;3;12;36
"1097";320390;0;0;0;0;0;0;1;0;1;3;1;2;8;6;1;3;10;36
"1098";351230;0;0;0;0;0;0;1;0;1;2;2;4;5;4;8;4;5;36
"1099";539930;0;0;0;0;0;0;1;0;1;1;1;5;3;5;4;3;12;36
"1100";261300;0;0;0;0;0;0;0;2;1;1;4;4;4;3;1;4;12;36
"1101";330515;0;0;0;0;0;0;0;2;2;0;1;0;5;5;1;4;16;36
"1102";421720;0;0;0;0;0;0;0;1;2;1;1;3;2;5;4;7;10;36
"1103";431670;0;0;0;0;0;0;0;1;2;3;2;3;3;3;6;5;8;36
"1104";351080;0;0;0;0;0;0;0;0;1;4;5;3;3;4;8;3;5;36
"1105";352640;0;0;0;0;0;0;0;0;2;0;5;6;2;4;2;5;10;36
"1106";431100;0;0;0;0;0;0;0;0;0;1;3;4;8;3;9;3;5;36
"1107";260220;1;0;0;0;0;0;0;0;1;1;2;5;4;3;3;7;8;35
"1108";291465;1;0;0;0;0;0;0;2;0;0;2;3;2;2;10;3;10;35
"1109";510020;1;0;0;0;2;0;0;1;5;1;2;5;4;7;3;3;1;35
"1110";430660;0;0;0;0;1;0;0;0;1;1;1;2;5;5;6;3;10;35
"1111";230210;0;0;0;0;0;1;1;1;1;3;0;0;2;5;3;10;8;35
"1112";250970;0;0;0;0;0;1;3;0;1;1;0;2;2;3;6;3;13;35
"1113";280330;0;0;0;0;0;1;1;0;0;1;3;6;2;1;1;6;13;35
"1114";230763;0;0;0;0;0;0;1;0;0;4;1;1;2;4;5;9;8;35
"1115";251230;0;0;0;0;0;0;1;0;2;1;1;4;0;2;5;8;11;35
"1116";310730;0;0;0;0;0;0;2;2;1;3;2;0;4;2;1;5;13;35
"1117";350270;0;0;0;0;0;0;1;0;0;1;6;6;3;1;2;7;8;35
